date,unit
GMW000000102602001,m NAP
GMW000000102603001,m NAP
GMW000000102604001,m NAP
GMW000000102605001,m NAP
GMW000000102606001,m NAP
GMW000000102607001,m NAP
GMW000000102608001,m NAP
GMW000000102609001,m NAP
GMW000000102610001,m NAP
GMW000000102611001,m NAP
GMW000000102612001,m NAP
GMW000000102613001,m NAP
GMW000000102614001,m NAP
GMW000000102615001,m NAP
GMW000000102616001,m NAP
GMW000000102617001,m NAP
GMW000000102618001,m NAP
GMW000000102619001,m NAP
GMW000000102620001,m NAP
GMW000000102621001,m NAP
GMW000000102622001,m NAP
GMW000000102623001,m NAP
GMW000000102624001,m NAP
GMW000000102625001,m NAP
GMW000000102626001,m NAP
GMW000000102627001,m NAP
GMW000000102628001,m NAP
GMW000000102629001,m NAP
GMW000000102630001,m NAP
GMW000000102631001,m NAP
GMW000000102632001,m NAP
GMW000000102633001,m NAP
GMW000000102634001,m NAP
GMW000000102635001,m NAP
GMW000000102636001,m NAP
GMW000000102637001,m NAP
GMW000000102638001,m NAP
GMW000000102639001,m NAP
GMW000000102640001,m NAP
GMW000000102641001,m NAP
GMW000000102642001,m NAP
GMW000000102643001,m NAP
GMW000000102644001,m NAP
GMW000000102645001,m NAP
GMW000000102646001,m NAP
GMW000000102647001,m NAP
GMW000000102648001,m NAP
GMW000000102649001,m NAP
GMW000000102650001,m NAP
GMW000000102651001,m NAP
GMW000000102652001,m NAP
GMW000000102653001,m NAP
GMW000000102654001,m NAP
GMW000000102655001,m NAP
GMW000000102656001,m NAP
GMW000000102657001,m NAP
GMW000000102658001,m NAP
GMW000000102659001,m NAP
GMW000000102660001,m NAP
GMW000000102661001,m NAP
GMW000000102662001,m NAP
GMW000000102663001,m NAP
GMW000000102664001,m NAP
GMW000000102665001,m NAP
GMW000000102666001,m NAP
GMW000000102667001,m NAP
GMW000000102668001,m NAP
GMW000000102669001,m NAP
GMW000000102670001,m NAP
GMW000000102671001,m NAP
GMW000000102672001,m NAP
GMW000000102673001,m NAP
GMW000000102674001,m NAP
GMW000000102675001,m NAP
GMW000000102676001,m NAP
GMW000000102677001,m NAP
GMW000000102678001,m NAP
GMW000000102679001,m NAP
GMW000000102680001,m NAP
GMW000000102681001,m NAP
GMW000000102682001,m NAP
GMW000000102683001,m NAP
GMW000000102684001,m NAP
GMW000000102685001,m NAP
GMW000000102686001,m NAP
GMW000000102687001,m NAP
GMW000000102688001,m NAP
GMW000000102689001,m NAP
GMW000000102690001,m NAP
GMW000000102691001,m NAP
GMW000000102692001,m NAP
GMW000000102693001,m NAP
GMW000000102694001,m NAP
GMW000000102695001,m NAP
GMW000000102696001,m NAP
GMW000000102697001,m NAP
GMW000000102698001,m NAP
GMW000000102699001,m NAP
GMW000000102700001,m NAP
GMW000000102701001,m NAP
GMW000000102702001,m NAP
GMW000000102703001,m NAP
GMW000000102704001,m NAP
GMW000000102705001,m NAP
GMW000000102706001,m NAP
GMW000000102711001,m NAP
GMW000000102712001,m NAP
GMW000000102713001,m NAP
GMW000000102714001,m NAP
GMW000000102715001,m NAP
GMW000000102716001,m NAP
GMW000000102717001,m NAP
GMW000000102718001,m NAP
GMW000000102719001,m NAP
GMW000000102720001,m NAP
GMW000000102721001,m NAP
GMW000000102722001,m NAP
GMW000000102723001,m NAP
GMW000000102724001,m NAP
GMW000000102725001,m NAP
GMW000000102726001,m NAP
GMW000000102727001,m NAP
GMW000000102728001,m NAP
GMW000000102729001,m NAP
GMW000000102730001,m NAP
GMW000000102731001,m NAP
GMW000000102732001,m NAP
GMW000000102733001,m NAP
GMW000000102734001,m NAP
GMW000000102735001,m NAP
GMW000000102736001,m NAP
GMW000000102737001,m NAP
GMW000000102738001,m NAP
GMW000000102739001,m NAP
GMW000000102740001,m NAP
GMW000000102741001,m NAP
GMW000000102742001,m NAP
GMW000000102743001,m NAP
GMW000000102744001,m NAP
GMW000000102745001,m NAP
GMW000000102746001,m NAP
GMW000000102747001,m NAP
GMW000000102748001,m NAP
GMW000000102749001,m NAP
GMW000000102750001,m NAP
GMW000000102751001,m NAP
GMW000000102752001,m NAP
GMW000000102753001,m NAP
GMW000000102754001,m NAP
GMW000000102755001,m NAP
GMW000000102756001,m NAP
GMW000000102757001,m NAP
GMW000000102758001,m NAP
GMW000000102759001,m NAP
GMW000000102760001,m NAP
GMW000000102761001,m NAP
GMW000000102762001,m NAP
GMW000000102763001,m NAP
GMW000000102764001,m NAP
GMW000000102765001,m NAP
GMW000000102766001,m NAP
GMW000000102767001,m NAP
GMW000000102768001,m NAP
GMW000000102769001,m NAP
GMW000000102770001,m NAP
GMW000000102771001,m NAP
GMW000000102772001,m NAP
GMW000000102773001,m NAP
GMW000000102774001,m NAP
GMW000000102775001,m NAP
GMW000000102776001,m NAP
GMW000000102777001,m NAP
GMW000000102778001,m NAP
GMW000000102779001,m NAP
GMW000000102780001,m NAP
GMW000000102781001,m NAP
GMW000000102782001,m NAP
GMW000000102783001,m NAP
GMW000000102784001,m NAP
GMW000000102785001,m NAP
GMW000000102786001,m NAP
GMW000000102787001,m NAP
GMW000000102788001,m NAP
GMW000000102789001,m NAP
GMW000000102790001,m NAP
GMW000000102791001,m NAP
GMW000000102792001,m NAP
GMW000000102793001,m NAP
GMW000000102794001,m NAP
GMW000000102795001,m NAP
GMW000000102796001,m NAP
GMW000000102797001,m NAP
GMW000000102798001,m NAP
GMW000000102799001,m NAP
GMW000000102800001,m NAP
GMW000000102801001,m NAP
GMW000000102802001,m NAP
GMW000000102803001,m NAP
GMW000000102804001,m NAP
GMW000000102805001,m NAP
GMW000000102806001,m NAP
GMW000000102807001,m NAP
GMW000000102808001,m NAP
GMW000000102809001,m NAP
GMW000000102810001,m NAP
GMW000000102811001,m NAP
GMW000000102812001,m NAP
GMW000000102813001,m NAP
GMW000000102814001,m NAP
GMW000000102815001,m NAP
GMW000000102816001,m NAP
GMW000000102817001,m NAP
GMW000000102818001,m NAP
GMW000000102819001,m NAP
GMW000000102820001,m NAP
GMW000000102821001,m NAP
GMW000000102822001,m NAP
GMW000000102823001,m NAP
GMW000000102824001,m NAP
GMW000000102825001,m NAP
GMW000000102826001,m NAP
GMW000000102827001,m NAP
GMW000000102828001,m NAP
GMW000000102829001,m NAP
GMW000000102830001,m NAP
GMW000000102831001,m NAP
GMW000000102832001,m NAP
GMW000000102833001,m NAP
GMW000000102834001,m NAP
GMW000000102835001,m NAP
GMW000000102836001,m NAP
GMW000000102837001,m NAP
GMW000000102838001,m NAP
GMW000000102839001,m NAP
GMW000000102840001,m NAP
GMW000000102841001,m NAP
GMW000000102842001,m NAP
GMW000000102843001,m NAP
GMW000000102844001,m NAP
GMW000000102845001,m NAP
GMW000000102846001,m NAP
GMW000000102847001,m NAP
GMW000000102848001,m NAP
GMW000000102849001,m NAP
GMW000000102850001,m NAP
GMW000000102851001,m NAP
GMW000000102852001,m NAP
GMW000000102853001,m NAP
GMW000000102854001,m NAP
GMW000000102855001,m NAP
GMW000000102856001,m NAP
GMW000000102857001,m NAP
GMW000000102858001,m NAP
GMW000000102859001,m NAP
GMW000000102860001,m NAP
GMW000000102861001,m NAP
GMW000000102862001,m NAP
GMW000000102863001,m NAP
GMW000000102864001,m NAP
GMW000000102865001,m NAP
GMW000000102866001,m NAP
GMW000000102867001,m NAP
GMW000000102868001,m NAP
GMW000000102869001,m NAP
GMW000000102870001,m NAP
GMW000000102871001,m NAP
GMW000000102872001,m NAP
GMW000000102873001,m NAP
GMW000000102874001,m NAP
GMW000000102875001,m NAP
GMW000000102876001,m NAP
GMW000000102877001,m NAP
GMW000000102878001,m NAP
GMW000000102879001,m NAP
GMW000000102880001,m NAP
GMW000000102881001,m NAP
GMW000000102882001,m NAP
GMW000000102883001,m NAP
GMW000000102884001,m NAP
GMW000000102885001,m NAP
GMW000000102886001,m NAP
GMW000000102887001,m NAP
GMW000000102888001,m NAP
GMW000000102889001,m NAP
GMW000000102890001,m NAP
GMW000000102891001,m NAP
GMW000000102892001,m NAP
GMW000000102893001,m NAP
GMW000000102894001,m NAP
GMW000000102895001,m NAP
GMW000000102896001,m NAP
GMW000000102897001,m NAP
GMW000000102898001,m NAP
GMW000000102899001,m NAP
GMW000000102900001,m NAP
GMW000000102901001,m NAP
GMW000000102902001,m NAP
GMW000000102903001,m NAP
GMW000000102911001,m NAP
GMW000000102912001,m NAP
GMW000000102913001,m NAP
GMW000000102914001,m NAP
GMW000000102915001,m NAP
GMW000000102916001,m NAP
GMW000000102917001,m NAP
GMW000000102918001,m NAP
GMW000000102919001,m NAP
GMW000000102920001,m NAP
GMW000000102921001,m NAP
GMW000000102922001,m NAP
GMW000000102923001,m NAP
GMW000000102931001,m NAP
GMW000000103611001,m NAP
GMW000000103651001,m NAP
GMW000000103731001,m NAP
GMW000000103771001,m NAP
GMW000000103791001,m NAP
GMW000000103831001,m NAP
GMW000000103851001,m NAP
GMW000000103871001,m NAP
GMW000000103872001,m NAP
GMW000000103911001,m NAP
GMW000000103911002,m NAP
GMW000000103951001,m NAP
GMW000000103952001,m NAP
GMW000000103953001,m NAP
GMW000000103954001,m NAP
GMW000000103955001,m NAP
GMW000000103971001,m NAP
GMW000000103991001,m NAP
GMW000000108055001,m NAP
GMW000000108414001,m NAP
GMW000000108551001,m NAP
GMW000000108552001,m NAP
GMW000000108553136,m NAP
GMW000000108554137,m NAP
GMW000000108555138,m NAP
GMW000000108556001,m NAP
GMW000000108557001,m NAP
GMW000000108558001,m NAP
GMW000000108591001,m NAP
GMW000000108611001,m NAP
GMW000000108631001,m NAP
GMW000000110351001,m NAP
GMW000000110371001,m NAP
GMW000000110372001,m NAP
GMW000000110373001,m NAP
GMW000000110391001,m NAP
GMW000000110392188,m NAP
GMW000000110393189,m NAP
GMW000000110394208,m NAP
GMW000000110511001,m NAP
GMW000000110512001,m NAP
GMW000000110531001,m NAP
GMW000000110551001,m NAP
GMW000000110552001,m NAP
GMW000000110553001,m NAP
GMW000000110554001,m NAP
GMW000000110555001,m NAP
GMW000000110571001,m NAP
GMW000000110671001,m NAP
GMW000000110831001,m NAP
GMW000000110832001,m NAP
GMW000000110833001,m NAP
GMW000000110834001,m NAP
GMW000000110835001,m NAP
GMW000000110836001,m NAP
GMW000000110837001,m NAP
GMW000000111071001,m NAP
GMW000000111072001,m NAP
GMW000000111091001,m NAP
GMW000000111111001,m NAP
GMW000000111131001,m NAP
GMW000000111132001,m NAP
GMW000000111133001,m NAP
GMW000000111134001,m NAP
GMW000000111135001,m NAP
GMW000000111136001,m NAP
GMW000000111151001,m NAP
GMW000000111152001,m NAP
GMW000000111171001,m NAP
GMW000000111971001,m NAP
GMW000000111972001,m NAP
GMW000000111973001,m NAP
GMW000000112171001,m NAP
GMW000000112172001,m NAP
GMW000000112173001,m NAP
GMW000000112174001,m NAP
GMW000000112175001,m NAP
GMW000000112251001,m NAP
GMW000000112252001,m NAP
GMW000000112253001,m NAP
GMW000000112254001,m NAP
GMW000000112255001,m NAP
GMW000000112256001,m NAP
GMW000000112291001,m NAP
GMW000000112292001,m NAP
GMW000000112293001,m NAP
GMW000000112294001,m NAP
GMW000000112295001,m NAP
GMW000000112351001,m NAP
GMW000000112352001,m NAP
GMW000000112353001,m NAP
GMW000000112354001,m NAP
GMW000000112355001,m NAP
GMW000000112356001,m NAP
GMW000000112357001,m NAP
GMW000000112358001,m NAP
GMW000000112359001,m NAP
GMW000000112360001,m NAP
GMW000000112371001,m NAP
GMW000000112391001,m NAP
GMW000000112392001,m NAP
GMW000000112393001,m NAP
GMW000000112394001,m NAP
GMW000000112395001,m NAP
